"INCIDENT","PENALTY","VICTIM","LOCATION","COUNTRY","WHEN","MOON_NIGHT_BEFORE","YEAR","RESULT","GOALS"
"finger in the eye","Yellow card","forward","midfield","Netherlands",19,"No Moon",2012,"Loss",2
"bite","Not Caught","referee","midfield","England",87,"Full",2012,"Win",3
"none","None","None","No location","England",90,"Full",2012,"Win",0
"finger in the eye","Yellow card","spectator","off field","England",66,"Half",2012,"Win",2
"none","None","None","No location","England",90,"Full",2012,"Win",1
"scratch","Yellow card","referee","off field","England",13,"No Moon",2012,"Win",0
"headbutt","Suspended for several games","defender","midfield","Uruguay",83,"No Moon",2012,"Draw",1
"none","None","None","No location","England",90,"No Moon",2012,"Win",1
"finger in the eye","Not Caught","forward","off field","England",88,"Half",2012,"Draw",1
"scratch","Not Caught","journalist","off field","Uruguay",49,"Full",2012,"Draw",3
"none","None","None","No location","Uruguay",90,"Full",2012,"Loss",0
"none","None","None","No location","England",90,"No Moon",2012,"Win",1
"spit in the face","yellow card","referee","opponent team penalty area","Uruguay",36,"Full",2012,"Win",0
"kick in the butt","Suspended for several games","journalist","off field","Netherlands",21,"Full",2012,"Win",2
"headbutt","Suspended for several games","defender","his team penalty area","Uruguay",82,"Full",2012,"Draw",0
"kick in the butt","Red Card","defender","opponent team penalty area","Netherlands",89,"Half",2012,"Win",2
"none","None","None","No location","England",90,"Half",2012,"Loss",0
"spit in the face","yellow card","referee","midfield","Uruguay",77,"Half",2012,"Draw",3
"none","None","None","No location","England",90,"Full",2012,"Win",1
"none","None","None","No location","Uruguay",90,"Half",2012,"Win",1
"finger in the eye","Yellow card","midfielder","off field","Netherlands",4,"Full",2012,"Draw",4
"finger in the eye","Not Caught","defender","midfield","Netherlands",29,"Full",2012,"Win",0
"none","None","None","No location","England",90,"Half",2012,"Loss",0
"bite","Yellow card","forward","midfield","Uruguay",2,"Full",2012,"Draw",1
"chestbutt","Yellow card","journalist","off field","England",46,"Full",2012,"Win",2
"finger in the eye","Red Card","None","off field","Uruguay",57,"Half",2012,"Draw",1
"none","None","None","No location","Uruguay",90,"Full",2012,"Loss",2
"bite","Not Caught","forward","his team penalty area","England",80,"Half",2012,"Win",0
"none","None","None","No location","Netherlands",90,"Half",2012,"Loss",2
"headbutt","Not Caught","journalist","off field","England",4,"Full",2012,"Draw",0
"none","None","None","No location","Uruguay",90,"No Moon",2012,"Loss",2
"headbutt","None","defender","off field","England",59,"No Moon",2012,"Win",2
"spit in the face","yellow card","spectator","off field","Netherlands",58,"Full",2012,"Loss",2
"kick in the butt","Suspended for several games","spectator","off field","England",81,"No Moon",2012,"Loss",2
"bite","Yellow card","goalkeeper","opponent team penalty area","Uruguay",85,"Full",2012,"Draw",1
"scratch","Yellow card","goalkeeper","off field","Uruguay",54,"Full",2012,"Win",1
"bite","Suspended for several games","journalist","off field","Uruguay",29,"Half",2012,"Draw",3
"none","None","None","No location","Netherlands",90,"Half",2012,"Win",2
"finger in the eye","Suspended for several games","spectator","off field","England",44,"Full",2012,"Loss",1
"kick in the butt","Not Caught","defender","opponent team penalty area","Netherlands",66,"Full",2012,"Loss",2
"finger in the eye","Suspended for several games","goalkeeper","midfield","Netherlands",26,"No Moon",2012,"Win",1
"chestbutt","Suspended for several games","goalkeeper","midfield","Netherlands",86,"Half",2012,"Draw",3
"scratch","Yellow card","goalkeeper","his team penalty area","Netherlands",90,"Full",2012,"Draw",1
"kick in the butt","Suspended for several games","None","midfield","Uruguay",27,"No Moon",2012,"Win",2
"none","None","None","No location","Netherlands",90,"Half",2012,"Loss",1
"scratch","Not Caught","forward","midfield","England",39,"Full",2012,"Win",1
"spit in the face","yellow card","journalist","off field","Netherlands",88,"Full",2012,"Win",2
"bite","Suspended for several games","midfielder","off field","England",82,"No Moon",2012,"Loss",2
"none","None","None","No location","Uruguay",90,"No Moon",2012,"Win",0
"headbutt","Yellow card","forward","his team penalty area","Netherlands",46,"Full",2012,"Draw",2
"headbutt","Suspended for several games","goalkeeper","his team penalty area","Uruguay",64,"No Moon",2013,"Win",2
"bite","Suspended for several games","referee","his team penalty area","England",81,"No Moon",2013,"Win",0
"none","None","None","No location","Netherlands",90,"Full",2013,"Draw",0
"bite","None","spectator","off field","England",83,"Half",2013,"Loss",1
"kick in the butt","Yellow card","midfielder","opponent team penalty area","Uruguay",11,"No Moon",2013,"Loss",2
"spit in the face","yellow card","defender","off field","England",36,"Full",2013,"Draw",3
"spit in the face","yellow card","midfielder","opponent team penalty area","England",70,"Full",2013,"Win",0
"bite","Suspended for several games","None","his team penalty area","Uruguay",21,"Full",2013,"Draw",1
"kick in the butt","Red Card","midfielder","midfield","Uruguay",71,"Full",2013,"Draw",0
"chestbutt","Yellow card","journalist","off field","England",13,"No Moon",2013,"Draw",2
"finger in the eye","Suspended for several games","spectator","off field","Uruguay",3,"Full",2013,"Loss",2
"bite","Red Card","midfielder","his team penalty area","Uruguay",88,"Half",2013,"Draw",2
"none","None","None","No location","Netherlands",90,"Full",2013,"Win",0
"finger in the eye","Suspended for several games","forward","off field","England",59,"No Moon",2013,"Draw",3
"headbutt","Yellow card","forward","his team penalty area","England",19,"Half",2013,"Win",0
"none","None","None","No location","Netherlands",90,"No Moon",2013,"Draw",0
"kick in the butt","Red Card","referee","off field","Netherlands",23,"Full",2013,"Loss",0
"none","None","None","No location","Uruguay",90,"Full",2013,"Win",1
"scratch","Red Card","goalkeeper","midfield","England",31,"Full",2013,"Win",0
"kick in the butt","Red Card","goalkeeper","off field","Netherlands",89,"Full",2013,"Win",1
"headbutt","Suspended for several games","spectator","off field","Netherlands",57,"Full",2013,"Win",2
"bite","Suspended for several games","defender","opponent team penalty area","Uruguay",37,"Full",2013,"Draw",0
"bite","Not Caught","journalist","off field","Netherlands",82,"Half",2013,"Win",0
"finger in the eye","Suspended for several games","spectator","off field","Netherlands",62,"No Moon",2013,"Draw",2
"finger in the eye","Not Caught","spectator","off field","England",71,"Half",2013,"Win",0
"finger in the eye","Yellow card","journalist","off field","England",40,"Half",2013,"Win",3
"none","None","None","No location","England",90,"No Moon",2013,"Win",2
"kick in the butt","None","journalist","off field","Netherlands",16,"No Moon",2013,"Draw",2
"bite","Yellow card","journalist","off field","Uruguay",87,"No Moon",2013,"Win",2
"finger in the eye","Red Card","midfielder","midfield","Uruguay",15,"Half",2013,"Win",2
"scratch","Not Caught","goalkeeper","opponent team penalty area","Netherlands",72,"No Moon",2013,"Loss",0
"bite","Red Card","goalkeeper","his team penalty area","Netherlands",88,"Half",2013,"Draw",0
"none","None","None","No location","Netherlands",90,"Half",2013,"Draw",0
"scratch","Suspended for several games","referee","his team penalty area","Uruguay",83,"Half",2013,"Win",0
"bite","Yellow card","forward","off field","Uruguay",38,"Full",2013,"Loss",1
"finger in the eye","Yellow card","referee","opponent team penalty area","Uruguay",56,"Half",2013,"Draw",0
"bite","Red Card","defender","his team penalty area","Uruguay",62,"No Moon",2013,"Win",1
"headbutt","Yellow card","None","off field","Uruguay",21,"No Moon",2013,"Draw",2
"none","None","None","No location","Uruguay",90,"Full",2013,"Win",1
"none","None","None","No location","Uruguay",90,"Half",2013,"Win",2
"scratch","Yellow card","journalist","off field","Netherlands",54,"No Moon",2013,"Win",0
"finger in the eye","Suspended for several games","journalist","off field","England",51,"Half",2013,"Win",2
"headbutt","Suspended for several games","spectator","off field","Netherlands",51,"Full",2013,"Loss",1
"scratch","Red Card","goalkeeper","opponent team penalty area","England",11,"Full",2013,"Win",0
"finger in the eye","Yellow card","referee","opponent team penalty area","Uruguay",3,"No Moon",2013,"Win",1
"chestbutt","Red Card","midfielder","opponent team penalty area","Netherlands",67,"Half",2013,"Loss",0
"kick in the butt","Suspended for several games","journalist","off field","Netherlands",74,"Full",2013,"Win",2
"finger in the eye","Red Card","spectator","off field","England",81,"Half",2013,"Win",1
"kick in the butt","None","journalist","off field","Uruguay",29,"Full",2013,"Loss",1
"none","None","None","No location","Uruguay",90,"Half",2013,"Loss",1
"none","None","None","No location","Uruguay",90,"Half",2013,"Draw",3
"chestbutt","Red Card","journalist","off field","England",18,"Full",2013,"Loss",0
"bite","Red Card","spectator","off field","Uruguay",10,"Full",2013,"Win",0
"none","None","None","No location","Uruguay",90,"Full",2013,"Loss",3
"finger in the eye","Suspended for several games","forward","his team penalty area","England",83,"Full",2013,"Win",1
"chestbutt","Yellow card","journalist","off field","Netherlands",9,"No Moon",2013,"Win",2
"headbutt","Red Card","forward","off field","England",52,"Full",2013,"Win",1
"bite","Red Card","defender","opponent team penalty area","Netherlands",87,"Half",2013,"Win",1
"headbutt","Suspended for several games","defender","midfield","Netherlands",3,"Half",2013,"Win",1
"chestbutt","Not Caught","spectator","off field","Netherlands",55,"Full",2013,"Loss",1
"spit in the face","yellow card","journalist","off field","England",41,"No Moon",2013,"Win",3
"finger in the eye","Yellow card","None","off field","England",61,"Full",2013,"Win",2
"headbutt","Not Caught","spectator","off field","Netherlands",64,"No Moon",2013,"Draw",1
"none","None","None","No location","England",90,"Full",2013,"Loss",1
"none","None","None","No location","Netherlands",90,"Full",2013,"Win",1
"finger in the eye","Yellow card","midfielder","opponent team penalty area","Netherlands",43,"Full",2013,"Draw",2
"kick in the butt","Red Card","goalkeeper","off field","England",59,"No Moon",2013,"Draw",1
"chestbutt","Yellow card","goalkeeper","opponent team penalty area","England",46,"No Moon",2013,"Loss",1
"bite","Suspended for several games","journalist","off field","Netherlands",82,"No Moon",2013,"Loss",0
"scratch","Not Caught","None","midfield","Uruguay",89,"Half",2013,"Loss",0
"scratch","Yellow card","referee","opponent team penalty area","Netherlands",87,"Full",2013,"Loss",0
"kick in the butt","Not Caught","referee","off field","Netherlands",18,"Full",2013,"Draw",0
"finger in the eye","Suspended for several games","midfielder","off field","Netherlands",37,"Half",2013,"Win",3
"scratch","Not Caught","spectator","off field","Netherlands",59,"No Moon",2013,"Draw",0
"none","None","None","No location","England",90,"Full",2013,"Win",2
"spit in the face","yellow card","goalkeeper","opponent team penalty area","Netherlands",72,"Full",2013,"Win",2
"spit in the face","yellow card","referee","off field","England",21,"No Moon",2013,"Win",3
"none","None","None","No location","Uruguay",90,"Full",2013,"Loss",1
"finger in the eye","Not Caught","midfielder","off field","England",81,"Half",2013,"Win",1
"kick in the butt","Yellow card","referee","opponent team penalty area","England",50,"Half",2013,"Win",1
"kick in the butt","Yellow card","None","off field","Netherlands",49,"Half",2013,"Draw",0
"kick in the butt","Suspended for several games","journalist","off field","Netherlands",31,"Half",2013,"Loss",2
"none","None","None","No location","England",90,"No Moon",2013,"Draw",0
"bite","Yellow card","spectator","off field","England",88,"No Moon",2013,"Win",1
"kick in the butt","Red Card","forward","opponent team penalty area","England",28,"No Moon",2013,"Draw",1
"spit in the face","yellow card","None","opponent team penalty area","England",37,"No Moon",2013,"Win",0
"scratch","None","None","his team penalty area","England",40,"Half",2013,"Win",1
"kick in the butt","None","defender","midfield","Netherlands",89,"Half",2013,"Draw",0
"none","None","None","No location","Uruguay",90,"No Moon",2013,"Loss",1
"finger in the eye","None","None","his team penalty area","Uruguay",25,"Full",2013,"Loss",4
"spit in the face","yellow card","journalist","off field","Uruguay",36,"Half",2014,"Loss",1
"headbutt","Yellow card","defender","midfield","England",32,"Half",2014,"Loss",1
"bite","Suspended for several games","midfielder","opponent team penalty area","Netherlands",87,"No Moon",2014,"Loss",0
"spit in the face","yellow card","midfielder","off field","Uruguay",24,"Half",2014,"Loss",3
"scratch","Suspended for several games","referee","off field","England",37,"No Moon",2014,"Win",1
"kick in the butt","Not Caught","spectator","off field","Uruguay",19,"Full",2014,"Draw",2
"finger in the eye","Not Caught","goalkeeper","midfield","England",30,"Half",2014,"Win",1
"bite","Not Caught","defender","off field","Uruguay",47,"Half",2014,"Win",0
"none","None","None","No location","England",90,"Full",2014,"Loss",1
"bite","None","journalist","off field","Netherlands",83,"Full",2014,"Loss",0
"headbutt","Suspended for several games","forward","opponent team penalty area","England",35,"Half",2014,"Win",3
"headbutt","Not Caught","spectator","off field","Netherlands",68,"No Moon",2014,"Loss",0
"bite","Not Caught","referee","opponent team penalty area","England",81,"No Moon",2014,"Loss",1
"none","None","None","No location","Netherlands",90,"Half",2014,"Win",0
"chestbutt","Red Card","journalist","off field","England",85,"No Moon",2014,"Win",1
"finger in the eye","Not Caught","spectator","off field","Uruguay",58,"Half",2014,"Draw",3
"scratch","Not Caught","defender","off field","Netherlands",75,"No Moon",2014,"Win",1
"headbutt","Yellow card","journalist","off field","Netherlands",38,"No Moon",2014,"Win",1
"scratch","Yellow card","goalkeeper","his team penalty area","Uruguay",74,"No Moon",2014,"Win",1
"kick in the butt","Not Caught","journalist","off field","England",58,"Full",2014,"Draw",0
"finger in the eye","Red Card","goalkeeper","midfield","Uruguay",8,"Full",2014,"Win",1
"scratch","Yellow card","referee","his team penalty area","Uruguay",89,"Half",2014,"Win",0
"scratch","Yellow card","forward","opponent team penalty area","England",59,"Full",2014,"Draw",1
"scratch","Not Caught","forward","off field","Netherlands",86,"No Moon",2014,"Win",1
"kick in the butt","Not Caught","midfielder","opponent team penalty area","England",5,"Full",2014,"Win",0
"finger in the eye","Red Card","spectator","off field","Netherlands",16,"Full",2014,"Win",1
"bite","Red Card","forward","opponent team penalty area","Netherlands",88,"Half",2014,"Loss",1
"kick in the butt","Red Card","midfielder","midfield","Uruguay",39,"No Moon",2014,"Loss",3
"finger in the eye","Yellow card","referee","midfield","England",72,"Half",2014,"Win",0
"spit in the face","yellow card","defender","opponent team penalty area","Uruguay",70,"Full",2014,"Win",3
"kick in the butt","Yellow card","forward","opponent team penalty area","Uruguay",53,"Half",2014,"Loss",1
"none","None","None","No location","Uruguay",90,"Half",2014,"Draw",1
"bite","Suspended for several games","None","opponent team penalty area","Netherlands",87,"No Moon",2014,"Loss",1
