ID,INCIDENT,PENALTY,VICTIM,LOCATION,COUNTRY,WHEN,MOON_NIGHT_BEFORE,YEAR,RESULT,GOALS
1772,not bite,Yellow card,midfielder,opponent team penalty area,Uruguay,11,No Moon,2013,Loss,2
1773,not bite,yellow card,defender,off field,England,36,Full,2013,Draw,3
1774,not bite,yellow card,midfielder,opponent team penalty area,England,70,Full,2013,Win,0
1775,bite,Suspended for several games,None,his team penalty area,Uruguay,21,Full,2013,Draw,1
1776,not bite,Red Card,midfielder,midfield,Uruguay,71,Full,2013,Draw,0
1777,not bite,Yellow card,journalist,off field,England,13,No Moon,2013,Draw,2
1778,not bite,Suspended for several games,spectator,off field,Uruguay,3,Full,2013,Loss,2
1779,bite,Red Card,midfielder,his team penalty area,Uruguay,88,Half,2013,Draw,2
1780,not bite,None,None,No location,Netherlands,90,Full,2013,Win,0
1781,not bite,Suspended for several games,forward,off field,England,59,No Moon,2013,Draw,3
1782,not bite,Yellow card,forward,his team penalty area,England,19,Half,2013,Win,0
1783,not bite,None,None,No location,Netherlands,90,No Moon,2013,Draw,0
1784,not bite,Red Card,referee,off field,Netherlands,23,Full,2013,Loss,0
1785,not bite,None,None,No location,Uruguay,90,Full,2013,Win,1
1786,not bite,Red Card,goalkeeper,midfield,England,31,Full,2013,Win,0
1787,not bite,Red Card,goalkeeper,off field,Netherlands,89,Full,2013,Win,1
1788,not bite,Suspended for several games,spectator,off field,Netherlands,57,Full,2013,Win,2
1789,bite,Suspended for several games,defender,opponent team penalty area,Uruguay,37,Full,2013,Draw,0
1790,bite,Not Caught,journalist,off field,Netherlands,82,Half,2013,Win,0
1791,not bite,Suspended for several games,spectator,off field,Netherlands,62,No Moon,2013,Draw,2
1792,not bite,Not Caught,spectator,off field,England,71,Half,2013,Win,0
1793,not bite,Yellow card,journalist,off field,England,40,Half,2013,Win,3
1794,not bite,None,None,No location,England,90,No Moon,2013,Win,2
1795,not bite,None,journalist,off field,Netherlands,16,No Moon,2013,Draw,2
1796,bite,Yellow card,journalist,off field,Uruguay,87,No Moon,2013,Win,2
1797,not bite,Red Card,midfielder,midfield,Uruguay,15,Half,2013,Win,2
1798,not bite,Not Caught,goalkeeper,opponent team penalty area,Netherlands,72,No Moon,2013,Loss,0
1799,bite,Red Card,goalkeeper,his team penalty area,Netherlands,88,Half,2013,Draw,0
1800,not bite,None,None,No location,Netherlands,90,Half,2013,Draw,0
1801,not bite,Suspended for several games,referee,his team penalty area,Uruguay,83,Half,2013,Win,0
1802,bite,Yellow card,forward,off field,Uruguay,38,Full,2013,Loss,1
1803,not bite,Yellow card,referee,opponent team penalty area,Uruguay,56,Half,2013,Draw,0
1804,bite,Red Card,defender,his team penalty area,Uruguay,62,No Moon,2013,Win,1
1805,not bite,Yellow card,None,off field,Uruguay,21,No Moon,2013,Draw,2
1806,not bite,None,None,No location,Uruguay,90,Full,2013,Win,1
1807,not bite,None,None,No location,Uruguay,90,Half,2013,Win,2
1808,not bite,Yellow card,journalist,off field,Netherlands,54,No Moon,2013,Win,0
1809,not bite,Suspended for several games,journalist,off field,England,51,Half,2013,Win,2
1810,not bite,Suspended for several games,spectator,off field,Netherlands,51,Full,2013,Loss,1
1811,not bite,Red Card,goalkeeper,opponent team penalty area,England,11,Full,2013,Win,0
1812,not bite,Yellow card,referee,opponent team penalty area,Uruguay,3,No Moon,2013,Win,1
1813,not bite,Red Card,midfielder,opponent team penalty area,Netherlands,67,Half,2013,Loss,0
1814,not bite,Suspended for several games,journalist,off field,Netherlands,74,Full,2013,Win,2
1815,not bite,Red Card,spectator,off field,England,81,Half,2013,Win,1
1816,not bite,None,journalist,off field,Uruguay,29,Full,2013,Loss,1
1817,not bite,None,None,No location,Uruguay,90,Half,2013,Loss,1
1818,not bite,None,None,No location,Uruguay,90,Half,2013,Draw,3
1819,not bite,Red Card,journalist,off field,England,18,Full,2013,Loss,0
1820,bite,Red Card,spectator,off field,Uruguay,10,Full,2013,Win,0
1821,not bite,None,None,No location,Uruguay,90,Full,2013,Loss,3
1822,not bite,Suspended for several games,forward,his team penalty area,England,83,Full,2013,Win,1
1823,not bite,Yellow card,journalist,off field,Netherlands,9,No Moon,2013,Win,2
1824,not bite,Red Card,forward,off field,England,52,Full,2013,Win,1
1825,bite,Red Card,defender,opponent team penalty area,Netherlands,87,Half,2013,Win,1
1826,not bite,Suspended for several games,defender,midfield,Netherlands,3,Half,2013,Win,1
1827,not bite,Not Caught,spectator,off field,Netherlands,55,Full,2013,Loss,1
1828,not bite,yellow card,journalist,off field,England,41,No Moon,2013,Win,3
1829,not bite,Yellow card,None,off field,England,61,Full,2013,Win,2
1830,not bite,Not Caught,spectator,off field,Netherlands,64,No Moon,2013,Draw,1
1831,not bite,None,None,No location,England,90,Full,2013,Loss,1
1832,not bite,None,None,No location,Netherlands,90,Full,2013,Win,1
1833,not bite,Yellow card,midfielder,opponent team penalty area,Netherlands,43,Full,2013,Draw,2
1834,not bite,Red Card,goalkeeper,off field,England,59,No Moon,2013,Draw,1
1835,not bite,Yellow card,goalkeeper,opponent team penalty area,England,46,No Moon,2013,Loss,1
1836,bite,Suspended for several games,journalist,off field,Netherlands,82,No Moon,2013,Loss,0
1837,not bite,Not Caught,None,midfield,Uruguay,89,Half,2013,Loss,0
1838,not bite,Yellow card,referee,opponent team penalty area,Netherlands,87,Full,2013,Loss,0
1839,not bite,Not Caught,referee,off field,Netherlands,18,Full,2013,Draw,0
1840,not bite,Suspended for several games,midfielder,off field,Netherlands,37,Half,2013,Win,3
1841,not bite,Not Caught,spectator,off field,Netherlands,59,No Moon,2013,Draw,0
1842,not bite,None,None,No location,England,90,Full,2013,Win,2
1843,not bite,yellow card,goalkeeper,opponent team penalty area,Netherlands,72,Full,2013,Win,2
1844,not bite,yellow card,referee,off field,England,21,No Moon,2013,Win,3
1845,not bite,None,None,No location,Uruguay,90,Full,2013,Loss,1
1846,not bite,Not Caught,midfielder,off field,England,81,Half,2013,Win,1
1847,not bite,Yellow card,referee,opponent team penalty area,England,50,Half,2013,Win,1
1848,not bite,Yellow card,None,off field,Netherlands,49,Half,2013,Draw,0
1849,not bite,Suspended for several games,journalist,off field,Netherlands,31,Half,2013,Loss,2
1850,not bite,None,None,No location,England,90,No Moon,2013,Draw,0
1851,bite,Yellow card,spectator,off field,England,88,No Moon,2013,Win,1
1852,not bite,Red Card,forward,opponent team penalty area,England,28,No Moon,2013,Draw,1
1853,not bite,yellow card,None,opponent team penalty area,England,37,No Moon,2013,Win,0
1854,not bite,None,None,his team penalty area,England,40,Half,2013,Win,1
1855,not bite,None,defender,midfield,Netherlands,89,Half,2013,Draw,0
1856,not bite,None,None,No location,Uruguay,90,No Moon,2013,Loss,1
1857,not bite,None,None,his team penalty area,Uruguay,25,Full,2013,Loss,4
1858,not bite,yellow card,journalist,off field,Uruguay,36,Half,2014,Loss,1
1859,not bite,Yellow card,defender,midfield,England,32,Half,2014,Loss,1
1860,bite,Suspended for several games,midfielder,opponent team penalty area,Netherlands,87,No Moon,2014,Loss,0
1861,not bite,yellow card,midfielder,off field,Uruguay,24,Half,2014,Loss,3
1862,not bite,Suspended for several games,referee,off field,England,37,No Moon,2014,Win,1
1863,not bite,Not Caught,spectator,off field,Uruguay,19,Full,2014,Draw,2
1864,not bite,Not Caught,goalkeeper,midfield,England,30,Half,2014,Win,1
1865,bite,Not Caught,defender,off field,Uruguay,47,Half,2014,Win,0
1866,not bite,None,None,No location,England,90,Full,2014,Loss,1
1867,bite,None,journalist,off field,Netherlands,83,Full,2014,Loss,0
1868,not bite,Suspended for several games,forward,opponent team penalty area,England,35,Half,2014,Win,3
1869,not bite,Not Caught,spectator,off field,Netherlands,68,No Moon,2014,Loss,0
1870,bite,Not Caught,referee,opponent team penalty area,England,81,No Moon,2014,Loss,1
1871,not bite,None,None,No location,Netherlands,90,Half,2014,Win,0
1872,not bite,Red Card,journalist,off field,England,85,No Moon,2014,Win,1
1873,not bite,Not Caught,spectator,off field,Uruguay,58,Half,2014,Draw,3
1874,not bite,Not Caught,defender,off field,Netherlands,75,No Moon,2014,Win,1
1875,not bite,Yellow card,journalist,off field,Netherlands,38,No Moon,2014,Win,1
1876,not bite,Yellow card,goalkeeper,his team penalty area,Uruguay,74,No Moon,2014,Win,1
1877,not bite,Not Caught,journalist,off field,England,58,Full,2014,Draw,0
1878,not bite,Red Card,goalkeeper,midfield,Uruguay,8,Full,2014,Win,1
1879,not bite,Yellow card,referee,his team penalty area,Uruguay,89,Half,2014,Win,0
1880,not bite,Yellow card,forward,opponent team penalty area,England,59,Full,2014,Draw,1
1881,not bite,Not Caught,forward,off field,Netherlands,86,No Moon,2014,Win,1
1882,not bite,Not Caught,midfielder,opponent team penalty area,England,5,Full,2014,Win,0
1883,not bite,Red Card,spectator,off field,Netherlands,16,Full,2014,Win,1
1884,bite,Red Card,forward,opponent team penalty area,Netherlands,88,Half,2014,Loss,1
1885,not bite,Red Card,midfielder,midfield,Uruguay,39,No Moon,2014,Loss,3
1886,not bite,Yellow card,referee,midfield,England,72,Half,2014,Win,0
1887,not bite,yellow card,defender,opponent team penalty area,Uruguay,70,Full,2014,Win,3
1888,not bite,Yellow card,forward,opponent team penalty area,Uruguay,53,Half,2014,Loss,1
1889,not bite,None,None,No location,Uruguay,90,Half,2014,Draw,1
1890,bite,Suspended for several games,None,opponent team penalty area,Netherlands,87,No Moon,2014,Loss,1
